text,label,episode,season,ids
maybe well i just think you guys can do better than this house you know or any other house for that matter,5,1014,10,49335
oh joey look we know you're having a hard time with this but we really we love it here,3,1014,10,49336
fine ok if you love this house so much then you should just live here okay i just hope you get used to that weird humming sound hmmmmmmmmmmmmmm,5,1014,10,49337
joey we know that's you,3,1014,10,49338
no hmmmmm it's not hmmmmmmmmmm,5,1014,10,49339
welcome back,6,1014,10,49340
ah i missed you,0,1014,10,49341
so what's new,0,1014,10,49342
well i'm no longer phoebe buffay,6,1014,10,49343
that's great you changed you name,0,1014,10,49344
nope,6,1014,10,49345
yep,6,1014,10,49346
yeah but you can't do that,0,1014,10,49347
why it's fun it's different no one else has a name like it,6,1014,10,49348
alright then i'm gonna change my name,0,1014,10,49349
great okay what are you gonna change it to,6,1014,10,49350
crap bag,0,1014,10,49351
mike crap bag,6,1014,10,49352
no no mike just crap bag first name crap last name bag,0,1014,10,49353
yeah i'm serious it's fun it's different and no one else has a name like that,0,1014,10,49354
uhu uhu well then great if you love it i love it,6,1014,10,49355
i do love it and i love your name i love princess consuela,0,1014,10,49356
and i love crap,6,1014,10,49357
ow,5,1014,10,49358
who are you,0,1014,10,49359
oh hi i'm joey my stupid friends are buying this house who are you,5,1014,10,49360
i'm mackenzie my stupid parents are selling this house,0,1014,10,49361
i hate my parents,0,1014,10,49362
i hate my friends alright look there's gotta be a way that we can stop this from happening,5,1014,10,49363
like what,0,1014,10,49364
uhm oh okay you come with me and you tell them that the house is haunted,5,1014,10,49365
what are you eight,0,1014,10,49366
woah uh okay let's hear your great idea,5,1014,10,49367
i don't have any great ideas i am eight,0,1014,10,49368
ahh there's gotta be a way i mean you know if monica and chandler move out here and now phoebe is married to mike that just leaves me and ross and rach you know what i mean,5,1014,10,49369
what am i gonna do i feel like i'm losing my friends,5,1014,10,49370
my parents say i'm gonna make new friends,0,1014,10,49371
oh yeah sure easy for you you're young me i'm set in my ways,5,1014,10,49372
this is what my mom was talking about whiners are wieners look you want your friends to be happy right,0,1014,10,49373
well if moving here is gonna make them happy don't you want them to do it,0,1014,10,49374
then you gotta let them go,0,1014,10,49375
i hate to admit it but you're probably right how did you get to be so smart,5,1014,10,49376
i read a lot,0,1014,10,49377
just when i thought we could be friends,5,1014,10,49378
hey rach i just heard i'm so sorry,0,1014,10,49379
you still don't know my name do you,0,1014,10,49380
well now i don't have to,1,1014,10,49381
ross what is taking you so long,1,1014,10,49382
i'm sorry it's almost as if this wasn't built for a quick getaway,2,1014,10,49383
rachel,0,1014,10,49384
how've you been,0,1014,10,49385
i'm fantastic you remember ross,1,1014,10,49386
sure sure what's with the chair,0,1014,10,49387
uh you know you can't always get a seat on the subway so,2,1014,10,49388
clever so how are you,0,1014,10,49389
oh well you're not catching me on my best day,1,1014,10,49390
yeah a box full of your desk stuff doesn't exactly say big promotion,0,1014,10,49391
no but it's good you know i'm gonna take some time off and do some charity work,1,1014,10,49392
are you sure because we may have something at louis vuitton,0,1014,10,49393
well screw charity work what've you got,1,1014,10,49394
why don't we have dinner tonight and talk about it,0,1014,10,49395
great i'll call ya,1,1014,10,49396
nice to see you,0,1014,10,49397
yeah yeah i got tenure,2,1014,10,49398
see i told you something good would come along and he seemed really nice i've met him before,2,1014,10,49399
ross that's mark from bloomingdales you were insanely jealous of him,1,1014,10,49400
that is mark,2,1014,10,49401
i hate that guy,2,1014,10,49402
no no no you cannot go to dinner with him,2,1014,10,49403
what you don't want me to get a job,1,1014,10,49404
oh yeah i'm sure he's gonna give you a job maybe make you his sexretary,2,1014,10,49405
ugh,1,1014,10,49406
i'm serious i just don't trust that guy okay,2,1014,10,49407
ross you know what okay let's talk about it later there comes security,1,1014,10,49408
oh i love this street the trees the big front yards the actual picket fences,3,1014,10,49409
man those two dogs are going at it,4,1014,10,49410
hey where have you been,3,1014,10,49411
oh just er you know looking around but you know what this house is great,5,1014,10,49412
really what changed your mind,4,1014,10,49413
oh well the little girl who lives here made me feel a lot better about the whole thing,5,1014,10,49414
joey there was a little girl who lived here but she died like 30 years ago,4,1014,10,49415
what,5,1014,10,49416
ha i'm just messing with you,4,1014,10,49417
that's not funny you know i'm afraid of little girl ghosts,5,1014,10,49418
joey now that you're okay with the house do you wanna go see your room,3,1014,10,49419
what i get my own room,5,1014,10,49420
you don't think we'd buy a house and not have a joey room do you,4,1014,10,49421
oh my god oh hey can i have an aquarium and a sex swing,5,1014,10,49422
no,0,1014,10,49423
why not i'll keep the tank clean,5,1014,10,49424
after you miss banana hammock,0,1014,10,49425
oh hey how are you,0,1014,10,49426
oh hi rita good oh rita's a massage client,6,1014,10,49427
oh why don't you introduce me,0,1014,10,49428
er rita this is my husband,6,1014,10,49429
why don't you tell her my name,0,1014,10,49430
okay i will this is my husband crap bag,6,1014,10,49431
crap bag,0,1014,10,49432
if you need an easy way to remember it just think of a bag of crap,0,1014,10,49433
yeah ogh okay fine you made your point can you please just be mike hannigan again,6,1014,10,49434
only if you'll be phoebe buffay,0,1014,10,49435
how about uhm how about buffay hannigan,6,1014,10,49436
yeah i'm phoebe buffay hannigan banana hammock,6,1014,10,49437
do you even know what a banana hammock is,0,1014,10,49438
it's a funny word,6,1014,10,49439
it's a speedo,0,1014,10,49440
no,3,1014,10,49441
she's still at dinner,2,1014,10,49442
i guess why who's she with,3,1014,10,49443
that guy mark from bloomingdale's she thinks he's just being nice to her but i know he really wants to sleep with her,2,1014,10,49444
it's seven years ago my time machine works,4,1014,10,49445
we ran into him on the street today and he said he might have a job for her but i know he just wants to get into her pants,2,1014,10,49446
so what if he wants to sleep with her i mean she's single and he's cute,3,1014,10,49447
excuse me,4,1014,10,49448
oh please yesterday on the subway you couldn't stop staring at that woman with the big breasts the whole time,3,1014,10,49449
for your information i was staring at her baby we're about to be parents,4,1014,10,49450
hey so uhm how was dinner,2,1014,10,49451
oh it was great mark is so sweet,1,1014,10,49452
oh yeah yeah i wonder why what could that smarmy letch possibly want,2,1014,10,49453
oh ross come on he's happily married his wife just had twins,1,1014,10,49454
how did the job stuff go,4,1014,10,49455
he offered me one,1,1014,10,49456
that's great,4,1014,10,49457
congratulations,2,1014,10,49458
i know it's amazing it's amazing it's so much better than what i had at ralph lauren the money is great,1,1014,10,49459
can we can we just stop for a second who said something better would come along huh you didn't believe me i told you everything was gonna work out you know what this calls for a bottle of israels finest,2,1014,10,49460
the job is in paris commercial break,1,1014,10,49461
i mean this soap opera is a great gig but am i missing opportunities you know i've always thought of myself as a serious actor i mean should i be trying to do more independent movies,5,1014,10,49462
i don't know you know what i'm gonna put you on with my bear hold on,0,1014,10,49463
hey bear i need some career advice the end,5,1014,10,49464
tracy reilly,0,1015,10,49465
robert carlock wendy knoller,0,1015,10,49466
previously on friends,0,1015,10,49467
how did the job stuff go,4,1015,10,49468
he offered me one,1,1015,10,49469
you know what this calls for a bottle of israels finest,2,1015,10,49470
the job is in paris fade out,1,1015,10,49471
oh god please somebody say something,1,1015,10,49472
so if you take this job you'll be moving to paris,2,1015,10,49473
or facing a bitch of a commute,4,1015,10,49474
i know it's huge and it's scary and it's really far far away from you guys but this is such an incredible opportunity for me and i've already talked to them about our situation with emma and they said they'll do whatever we need to make us feel comfortable,1,1015,10,49475
i mean i'll fly back and forth they'll fly you out anything we want,1,1015,10,49476
my boss said i might be getting a new lamp in my cubicle,4,1015,10,49477
all right we'll work it out,2,1015,10,49478
yeah yeah you sure this is what you want,2,1015,10,49479
i got a really incredible job offer,1,1015,10,49480
it's in paris,1,1015,10,49481
what no no no no no no no no no too much is changing okay first phoebe getting married congratulations and then these two move into a stupid house in the stupid suburbs,5,1015,10,49482
hey this afternoon you said you'd be supportive,3,1015,10,49483
well it comes and goes i wouldn't trust it,5,1015,10,49484
look you guys this is really really important to me and it means a lot if you could try to get on board,1,1015,10,49485
of course we can congratulations yay joey,6,1015,10,49486
no no no my hugs are reserved for people staying in america,5,1015,10,49487
joey it would mean so,1,1015,10,49488
hey no get your france going arms away from me,5,1015,10,49489
joey,1,1015,10,49490
well it makes me feel sad but,4,1015,10,49491
talking to ross,6,1015,10,49492
i see,4,1015,10,49493
well rachel moving to another country not being able to see her every day how can i be okay with this,2,1015,10,49494
i know but what are we gonna do she really needs this job,3,1015,10,49495
do you think if the ralph lauren people offered her her old job back she would take it,2,1015,10,49496
how is that gonna happen,3,1015,10,49497
is this the best way to use one of your three magic wishes,4,1015,10,49498
i don't know i could talk to her boss yeah i met him at that christmas party we really hit it off,2,1015,10,49499
you mean the guy who kept calling you ron,3,1015,10,49500
i didn't say we were brothers opening credits,2,1015,10,49501
hey phoebe hey tell me what you think all right the house next door to the one that we're buying in westchester just went on the market i wanna take a look at it but chandler doesn't,3,1015,10,49502
we close escrow tomorrow so seeing another house can only confuse us and we're easily confused we're not very bright,4,1015,10,49503
but what if it is better than ours should we at least look,3,1015,10,49504
what do you think pheebs,4,1015,10,49505
well i think that shirt makes you look like you should work at a baskin robbins anyway hey isn't joey's agent estelle leonard,6,1015,10,49506
she died,6,1015,10,49507
you're kidding,4,1015,10,49508
that's terrible,3,1015,10,49509
yeah last saturday wow she was the first black man to fly solo across the atlantic oh wait a minute i read the wrong one,6,1015,10,49510
yeah she was just an agent,6,1015,10,49511
joey's gonna be *so* upset,3,1015,10,49512
i know *he* always wanted to be the first black man to cross the atlantic,4,1015,10,49513
well we cannot tell joey about this he's already flipping out about everything that's changing this will push him over the edge,6,1015,10,49514
seriously you don't think we should tell him,3,1015,10,49515
well not for a little while let's just give him a few days to get used to everything else,6,1015,10,49516
what if he reads it in the paper,3,1015,10,49517
unless snoopy says it to charlie brown i think we're okay,4,1015,10,49518
may i help you,0,1015,10,49519
yeah i'm a friend of rachel green's uhm actually we met at the christmas party about two years ago,2,1015,10,49520
close ron,2,1015,10,49521
uh what can i do for you,0,1015,10,49522
uhm well i'm here to see if you'll give rachel her job back,2,1015,10,49523
ah did she ask you to come here and do this,0,1015,10,49524
oh no at first i have to get you to agree then we'll see if she wants to come back,2,1015,10,49525
look she loved her job here and let's face,2,1015,10,49526
you're not gonna find anyone who did it as well as she did it isn't that true,0,1015,10,49527
huh i took a shot there,2,1015,10,49528
but i'm sorry there's nothing i can do ah it's not true there is nothing i want to do,0,1015,10,49529
i see thanks very much is this your son,2,1015,10,49530
yeah his name is ross what,0,1015,10,49531
oh nothing it's just it's close to ron does he does little ross like dinosaurs by any chance,2,1015,10,49532
yeah they're all he talks about why,0,1015,10,49533
you can really arrange that,0,1015,10,49534
you let rachel come back and it's done,2,1015,10,49535
well i guess having rachel back wouldn't be the worst thing in the world,0,1015,10,49536
yeah yes thank you this is great thank you so much and i swear your kid is going to have the time of his life,2,1015,10,49537
that's great i worry about little ross he's always reading he's collecting rocks and he's obsessed with dinosaurs,0,1015,10,49538
he'll be fine,2,1015,10,49539
i'm just mad at my agent,5,1015,10,49540
estelle why,6,1015,10,49541
there's a part in a tv movie that i would be perfect for and i didn't even be put up for it she'd better have a good reason,5,1015,10,49542
i'm guessing she does,6,1015,10,49543
well i'm wanna hear it because she keeps doing this,5,1015,10,49544
well no no wait wait wait all right i gotta go just listen promise me that you will wait a minute before you call her,6,1015,10,49545
because a promise between friends means never having to give a reason,6,1015,10,49546
i love that saying,5,1015,10,49547
joey it's estelle,0,1015,10,49548
i was just gonna call you that's weird,5,1015,10,49549
it's a little coincidental but believable listen i'm sure you're wondering why i didn't get you an audition for that tv movie,0,1015,10,49550
i guess i dropped the ball there whoopsie,0,1015,10,49551
that's it you know it seems all you do lately is drop the ball,5,1015,10,49552
don't take that tone with me who you think you are alan lemond the first black man to fly solo across the atlantic,0,1015,10,49553
no no look all i'm saying is that you're my agent ok and you're not getting me into any auditions and i'm tired of it,5,1015,10,49554
what are you saying,0,1015,10,49555
i'm saying that this isn't working for me anymore ok estelle you're fired goodbye,5,1015,10,49556
man tough week for estelle,6,1015,10,49557
emma left her stuffed t rex at my house you know she can't sleep without it,2,1015,10,49558
oh well she's asleep now stop forcing that thing on her,1,1015,10,49559
oh you're not gonna believe what happened to me today ralph lauren called and gave me my job back,1,1015,10,49560
nooo,2,1015,10,49561
yee i mean it was so weirdest thing they fired me and then out of nowhere they just hire me back i mean that place must have been falling apart without me,1,1015,10,49562
so you're not going to paris,2,1015,10,49563
no i'm still going,1,1015,10,49564
wh wh what,2,1015,10,49565
when the louis vuitton people found out that ralph lauren wanted me back the offered me more money isn't that great,1,1015,10,49566
yeeeah,2,1015,10,49567
hi we're buying the house next door and we were wondering if we could just take a look around,3,1015,10,49568
oh sure i'm showing it to someone else right now but please look around,0,1015,10,49569
it feels like we're cheating on our house and if we're gonna cheat shouldn't it be with like a hot younger house that does stuff that our house won't do,4,1015,10,49570
ours is so much better this living room is smaller the dining room looks like a cave what a hole,3,1015,10,49571
so what do you think,0,1015,10,49572
love it,3,1015,10,49573
well we already have one offer on it and i think the lady upstairs is goning to make another one,0,1015,10,49574
they could be our neighbors what are they like,3,1015,10,49575
oh the woman upstairs is very nice she and her husband have two kids he's on wall street and she,0,1015,10,49576
hey joey want come with me to are you ok,6,1015,10,49577
yeah i just i just feel bad about firing estelle this is got to be killing her,5,1015,10,49578
no that wouldn't kill her ordinary embolism might,6,1015,10,49579
no no no don't call her you wait for her to call you,6,1015,10,49580
why,5,1015,10,49581
because patience is the road to understanding which is the key to a happy heart,6,1015,10,49582
you blow me away,5,1015,10,49583
all right so promise you're gonna wait for her to call you,6,1015,10,49584
i promise and that means never having to give a reason,5,1015,10,49585
what a small world,0,1015,10,49586
and yet i never run into beyonce,4,1015,10,49587
you two know each other,0,1015,10,49588
oh we go way back before monica made an honest man out of him chandler used to be my little love muffin so are you guys thinking of getting this house too ooh are we gonna have a bidding war i'd better warn you i'm a toughie,0,1015,10,49589
don't don't,4,1015,10,49590
no actually we're buying the house next door,3,1015,10,49591
why,4,1015,10,49592
i d on't know why,3,1015,10,49593
ooh that decides it then i was on the fence but knowing that you two would be our neighbors ah now we have to get it ellen we're going to talk numbers,0,1015,10,49594
this can not be happening,4,1015,10,49595
okay the realtor said another couple made an offer maybe the janice's won't get it maybe the other couple will,3,1015,10,49596
the only way that that is going to happen is if the other couple are the hitlers,4,1015,10,49597
okay okay all right what if we got both houses huh we can turn this house into a guest house,3,1015,10,49598
that is a great idea and by the way i don't mean to sound distasteful but when did you start crapping money,4,1015,10,49599
okay you come up with an idea,3,1015,10,49600
alright alright we still have three hours till escrow closes on our house we can still get out,4,1015,10,49601
but we love our house,3,1015,10,49602
will we love it so much with her next door and she's gonna be louder out here too just the crickets and oh my god,4,1015,10,49603
well we have to do something we can't have her living next door oh that does it too,4,1015,10,49604
who is it,0,1015,10,49605
it's me ron look i um i now rachel turned you down but i think there is a way you might be able to get her to come back,2,1015,10,49606
this may surprise you but re hiring fired employees is not my main job,0,1015,10,49607
just hear me out how would you feel about offering her a raise,2,1015,10,49608
perhaps i can persuade you what if you can give your son this genuine pterodactyl egg replica,2,1015,10,49609
huh so we have a deal,2,1015,10,49610
this is gonna make me very popular,0,1015,10,49611
oh believe me the ladies they love it,2,1015,10,49612
i meant with my son,0,1015,10,49613
good because the ladies not so much,2,1015,10,49614
joey this is al t booker the guy who eats paper i'm sure you've heard that estelle passed away i wanted to let you know there's a memorial for her at the westside chapel tomorrow at ten hope you can make it,0,1015,10,49615
joey it's estelle,6,1015,10,49616
estelle,5,1015,10,49617
yeah i wanted to call and tell you that there's no hard feelings for firing me,6,1015,10,49618
ok ay i just i can't believe you're calling me,5,1015,10,49619
well i didn't think i should just drop by,6,1015,10,49620
no no no don't drop by don't drop by,5,1015,10,49621
anyway you did what you had to do i'm okay,6,1015,10,49622
can i ask you something uhm what's it like there,5,1015,10,49623
it's alright look kiddo i gotta go good luck with the career you're gonna be huge,6,1015,10,49624
thanks for everything estelle bye out of area boy i'll say,5,1015,10,49625
well i just talked to sid we are definitely putting in an offer on the house a a and i'll bet we get it,0,1015,10,49626
the hitlers will be so disappointed,4,1015,10,49627
all right i got to run tell monica i say goodbye and i'll see you later neighbor,0,1015,10,49628
wait i just want you to know that i'm so happy you're going to be here,4,1015,10,49629
because that way we can pick up where we left off,4,1015,10,49630
i never stopped loving you,4,1015,10,49631
yeah yeah yeah i want you i need you i must have you janice litman goralnik neihosenstein,4,1015,10,49632
chandler what are you talking about,0,1015,10,49633
now that you live next door we can be together every day sid and monica never have to know a thing,4,1015,10,49634
i don't know what to say i mean you know obviously we have this heat between us,0,1015,10,49635
obviously,4,1015,10,49636
but i love my husband and i know you love your wife now i don't think we should get this house now,0,1015,10,49637
don't say that don't tangle the dream and take it away,4,1015,10,49638
chandler one of us has got to be strong,0,1015,10,49639
i understand,4,1015,10,49640
although maybe just one last moment of weakness goodbye chandler bing,0,1015,10,49641
they're never coming down now,4,1015,10,49642
you are never going to believe what happened to me today,1,1015,10,49643
what,2,1015,10,49644
ralph lauren called again and they offered me more money,1,1015,10,49645
yeah it was the weirdest thing zelner called me and he said we'll do everything we can to get you back and that i should thank some ron i don't even know what department that guy's in,1,1015,10,49646
so what are you gonna do,2,1015,10,49647
that's great so you're staying in new york,2,1015,10,49648
yay whoo yay,0,1015,10,49649
ye ah yeah you know the money's great it's certainly the easier choice,1,1015,10,49650
uhm i hadn't no you i had no idea you were so excited about paris uhm i mean you said you were scared,2,1015,10,49651
well yeah but i mean it was good scared though you know like when i moved to new york scared or uhm when i found out i was gonna have emma scared but this is fine this is gonna be good,1,1015,10,49652
you should go,2,1015,10,49653
what,1,1015,10,49654
it's what you want you should go,2,1015,10,49655
but i already told zelner that i would come back,1,1015,10,49656
all right all right i'm gonna do it i'm gonna go to paris,1,1015,10,49657
yeah i'm going to paris thank you ross,1,1015,10,49658
oh oh i'm so happy,1,1015,10,49659
then i'm happy too commercial break a man standing next to him ],2,1015,10,49660
thank you all for coming we're here today to pay respects to a wonderful agent and a beautiful woman inside as estelle's only two clients we would like to say a few words dude where's my speech that is entertaining al zebooker everybody the end,5,1015,10,49661
robert carlock wendy knoller,0,1016,10,49662
all right all right all right let's play one more time ok and remember if i win you do not move to paris,5,1016,10,49663
ok can't believe i'm risking this again but you're on all right joe you remember the rules heads i win tails you lose,1,1016,10,49664
just flip,5,1016,10,49665
ha tails,0,1016,10,49666
damnit,5,1016,10,49667
so we thought we'd throw you little going away party around seven,4,1016,10,49668
hey rach you're leaving tomorrow shouldn't you be packing,3,1016,10,49669
it's all done,1,1016,10,49670
oh yeah right and after i took a shower this morning i just threw my towel on the floor oh god it hurts to even joke about it,3,1016,10,49671
i know honey seriously i did it all the luggage that i'm taking is in the bedroom this is emma's paris stuff these are the boxes that i'm having shipped and that's the sandwich that i made for the plane,1,1016,10,49672
ok so you've done some good work what about your carry ons,3,1016,10,49673
oh well everything that i need is in here and my travel documents are on the counter organized in the order that i will be needing them,1,1016,10,49674
oh my god i have nothing left to teach you,3,1016,10,49675
where's your passport,4,1016,10,49676
it should be right next to my plane ticket,1,1016,10,49677
what maybe i put it in here oh oh it's not in there oh no i must have packed it in one of these boxes,1,1016,10,49678
here let me help you,3,1016,10,49679
shoot oh i can't believe i did this,1,1016,10,49680
at what point did it stop being funny that i took her passport opening sequence,0,1016,10,49681
oh wow can you believe you're like three weeks away,3,1016,10,49682
you don't mind me touching your belly do you,3,1016,10,49683
no i don't mind you touching my belly but right now your hand is kind of blocking the part where the baby is gonna come out,0,1016,10,49684
hey erica welcome back to town wow look how big you've gotten,2,1016,10,49685
that's because i'm pregnant,0,1016,10,49686
oh ok i'm just always afraid that people think i'm just fat with big breasts,0,1016,10,49687
no no i knew,2,1016,10,49688
okay well stop staring at them,0,1016,10,49689
she brought them up i didn't realize you were coming back so soon,2,1016,10,49690
hey well in a couple of weeks i won't be able to travel,0,1016,10,49691
yeah and i wanted her to get to know the doctors and get settled into the hotel,3,1016,10,49692
hotel why isn't she staying with you guys,2,1016,10,49693
because we're moving in a couple of days and it just didn't make sense,3,1016,10,49694
plus hotels are fun my room has this little fridge full of free snacks,0,1016,10,49695
erica those things aren't free in fact they have one of the highest mark ups of any consumer product,2,1016,10,49696
ross she's giving us her baby she can eat you if she wants,3,1016,10,49697
oh man i can't believe you guys are leaving this place,2,1016,10,49698
oh i know i know hey you know you can take it if you want the lease is still in nana's name,3,1016,10,49699
no no this will always be your place it would be too sad plus how much a month does it cost to feed joey,2,1016,10,49700
yeah it takes two incomes,3,1016,10,49701
hey is chandler here we talked about catching a movie,2,1016,10,49702
oh no he doesn't have time for that but if you want you can go help him and joey pack up the guest room,3,1016,10,49703
mhm packing sexy cheerleader comedy,2,1016,10,49704
mhm helpful brother creepy loner at teen movie,3,1016,10,49705
what are you guys doing,2,1016,10,49706
try it i can't feel a thing,5,1016,10,49707
are are you kidding this is packing,0,1016,10,49708
we're taking a break,4,1016,10,49709
from,3,1016,10,49710
jumping on the bed,4,1016,10,49711
all right rachel's party is in a couple of hours and there's a lot to do now ross you got geller blood you're in charge of these yahoos,3,1016,10,49712
you got it all right she's right we gotta get serious let's put styrofoam peanuts down his pants and kick him,2,1016,10,49713
no no no guys she's right we should get to work i'll take stuff out of the closet joey you pack 'em and ross you re pack whatever joey packs,4,1016,10,49714
you guys hear a ringing,5,1016,10,49715
what the hell is this,4,1016,10,49716
hey handcuffs and fur line nice i didn't know you guys had it in ya,5,1016,10,49717
chandler you don't have a sister so you can't understand how much this bums me out,2,1016,10,49718
i didn't know monica had these,4,1016,10,49719
mhm maybe she used them with another boyfriend maybe richard,5,1016,10,49720
why would she use them with richard and not me i can be kinky i once did a naked dance for her with scarves,4,1016,10,49721
bumming hard guys bumming hard,2,1016,10,49722
oh he has a gig i kinda like being married to a rock star you know my husband has a gig,6,1016,10,49723
yeah yeah where is it,2,1016,10,49724
oh he's playing organ for a children's roller skating party,6,1016,10,49725
rock on,2,1016,10,49726
wow this is quite a spread what is all this stuff,0,1016,10,49727
well i thought this would be a great opportunity to use up all the food that i don't want to move to the new house with me so enjoy,3,1016,10,49728
oh she's putting emma down she'll be over in a second,5,1016,10,49729
great,2,1016,10,49730
now it just hit her that she's leaving and she's kind of emotional so no one say anything to set her off ok,5,1016,10,49731
here she is,2,1016,10,49732
what did i just say,5,1016,10,49733
no no no it's ok i'm gonna be fine,1,1016,10,49734
come here i'll make you a drink,3,1016,10,49735
oh man i can't believe she's actually leaving how am i gonna say goodbye to rachel,2,1016,10,49736
i know she's been such a big part of my life and it feels like when melrose place got cancelled i mean oh forget it i miss melrose place,4,1016,10,49737
you know i had a chance to stop her too,0,1016,10,49738
who loses fifty seven coin tosses in a row head she wins tails i lose wait a minute,5,1016,10,49739
i forgot to pick up my dry cleaning,5,1016,10,49740
uh hmm,6,1016,10,49741
you guys are gonna come and visit me right,1,1016,10,49742
yes you know in six months the statute of limitations runs out and i can travel internationally again,6,1016,10,49743
i'm gonna miss you so much,1,1016,10,49744
you know what uhm i have some goodbye stuff that i wanted to say to each of you and i was gonna save it until the end of the night but come here,1,1016,10,49745
hey what do you think they're doing in there,2,1016,10,49746
huh if i had to guess i'd say rachel is putting on the bubble wrap and phoebe is doing the punching,5,1016,10,49747
oh pheebs i don't even know where to start,1,1016,10,49748
ok well before you do i know we weren't supposed to get you going away presents but i do have something for you,6,1016,10,49749
oh oh what is this,1,1016,10,49750
it's a cotton swab with a bit of my saliva on it so that if they perfect the cloning process while you are over there you can use the dna to create your own pheebs,6,1016,10,49751
i'm gonna throw this away but thank you so much for the gesture,1,1016,10,49752
chandler i was just in our bedroom and i found these on my pillow,3,1016,10,49753
oh yes i decided to leave these out for you in case richard stops by and you wanna engage on a little light bondage and moustache play,4,1016,10,49754
what are you talking about these aren't mine,3,1016,10,49755
oh yeah right good luck getting another scarf dance from me,4,1016,10,49756
that would be a terrible punishment but i'm serious i've never seen these before,3,1016,10,49757
really then what are they doing in our guestroom,4,1016,10,49758
rachel used to live in that room,3,1016,10,49759
rachel with handcuffs interesting,4,1016,10,49760
joey's bare ass,3,1016,10,49761
i love you phoebe,1,1016,10,49762
i love you too please don't don't turn into you know french bitch,6,1016,10,49763
all right well if i gonna do this i'd better keep going,1,1016,10,49764
can you come here with me for a minute,1,1016,10,49765
are you wearing waterproof mascara,6,1016,10,49766
no,3,1016,10,49767
hey what was that all about,2,1016,10,49768
she's gonna say goodbye to each of us individually,6,1016,10,49769
are you kidding oh my god,2,1016,10,49770
yeah i know it's gonna be even worse for you god ross get ready to do some serious crying,6,1016,10,49771
oh man i'm not going to be able to handle this now i know how my students feel at the end of each year and why they act out by giving me such bad evaluations,2,1016,10,49772
mon okay i've gotta just say what it is i'm gonna say none of the amazing things that have happened to me in the last ten years would have happened if it wasn't for you no one has been more like a sister to me,1,1016,10,49773
i know what you mean you're like a sister to me too,3,1016,10,49774
i wouldn't know what i'm gonna do without you,1,1016,10,49775
you're the best friend i ever had,3,1016,10,49776
what,3,1016,10,49777
i i i,1,1016,10,49778
that is so sweet,3,1016,10,49779
uh rach,4,1016,10,49780
well it's okay chandler is talking to her,2,1016,10,49781
i really made you think about that thing uh,5,1016,10,49782
uh rach i think i have something that belongs to you,4,1016,10,49783
oh i'm sure gonna miss pretending to laugh at your weird jokes that i don't get,1,1016,10,49784
no no no they're really yours we found them in your old room,4,1016,10,49785
well these aren't mine maybe monica used to use them with,1,1016,10,49786
don't say richard well if they're not monica's and they're not yours then whose are they,4,1016,10,49787
well i think you're forgetting the kinkiest former resident of that room,1,1016,10,49788
pheebs,4,1016,10,49789
i think these are yours,4,1016,10,49790
these are not mine look how flimsy they are come on good god you try to hang a guy from a waterpipe with these they'll snap like a piece of licorice,6,1016,10,49791
can i talk to you alone for a minute,1,1016,10,49792
sure you don't really handcuff guys to waterpipes do you,4,1016,10,49793
where do you think mike really is,6,1016,10,49794
let me just say something because once we get into this i'm gonna get all uncomfortable and probably make some stupid joke i just want to say that i i love you and i'm gonna miss you and i'm so sad that you're leaving,4,1016,10,49795
oh you know what let's not say anything else i love you,1,1016,10,49796
ooh not so tight i'm sorry just give me one more chance,4,1016,10,49797
i'm sor just go just go i can't i can't,4,1016,10,49798
so i guess you're next you're ready,3,1016,10,49799
oh you're definately not i haven't cried like that in years,4,1016,10,49800
you cried yesterday at the six o'clock news,3,1016,10,49801
that old woman was being scammed by her mechanic,4,1016,10,49802
god i can't believe she saved me for last why are they taking so long,2,1016,10,49803
i don't know but god joey seems to be handling it suprisingly well,6,1016,10,49804
no no no no,0,1016,10,49805
i think i'm gonna take off,1,1016,10,49806
oh you guys this was an amazing night thank you so much i love you good night,1,1016,10,49807
what i don't get a goodbye,2,1016,10,49808
lucky bastard,5,1016,10,49809
unbelievable she says goodbye to everyone but me,2,1016,10,49810
well maybe she thought that with all of your history it could be you know implicit,3,1016,10,49811
well it needs to be plicit,2,1016,10,49812
all right let's think about this i mean there's got to be an explanation uh did you do anything to make her mad,5,1016,10,49813
no i don't think so,2,1016,10,49814
you know maybe she was just really spent from our talk it was pretty intense,6,1016,10,49815
mine was a humdinger,4,1016,10,49816
o kay i mean don't i deserve anything i mean a few tears a cursory hug not from you,2,1016,10,49817
ross if you're this upset you should go and talk to her,6,1016,10,49818
and say what you owe me a goodbye i mean he's got more pride than that,3,1016,10,49819
the hell i do,2,1016,10,49820
i don't get a goodbye,2,1016,10,49821
what,1,1016,10,49822
everyone gets a goodbye but me what have i got to do to get a goodbye huh be best friends with you uh go out with you have a baby with you oh wait a minute wait a minute i did all those things,2,1016,10,49823
ross,1,1016,10,49824
i hope ross isn't too upset,3,1016,10,49825
i'm sure he's not more bummed out than i am,5,1016,10,49826
tell me about it,6,1016,10,49827
well you can't say we don't know how to throw a party,4,1016,10,49828
all right i think i'm gonna head out,6,1016,10,49829
uh where do you think you're going,3,1016,10,49830
i thought i was going home to go to bed but i'm sensing there's something less fun for me to do here,6,1016,10,49831
