text2,label,episode,season,places,ids,text1,label_prev
no no don't try to turn this around on me ok i'm not some kind of social work ok that you can just do,5,1007,10,2,47607,i gave you my number you never called me,0.0
well i'm pretty sure i gave you my number,0,1007,10,2,47608,no no don't try to turn this around on me ok i'm not some kind of social work ok that you can just do,5.0
really think about it come on you're a beautiful woman smart funny we had a really good time huh if i had your number why wouldn't i call you,5,1007,10,2,47609,well i'm pretty sure i gave you my number,0.0
i don't know well maybe i'm wrong i'm sorry,0,1007,10,2,47610,really think about it come on you're a beautiful woman smart funny we had a really good time huh if i had your number why wouldn't i call you,5.0
no no hey no too late for apologies ok you broke my heart you know how many women i had to sleep with to get over you,5,1007,10,2,47611,i don't know well maybe i'm wrong i'm sorry,0.0
joey wait,0,1007,10,2,47612,no no hey no too late for apologies ok you broke my heart you know how many women i had to sleep with to get over you,5.0
no i waited a long time i can't wait anymore,5,1007,10,2,47613,joey wait,0.0
i'm sorry that you had to see that i'm so embarrassed,0,1007,10,2,47614,no i waited a long time i can't wait anymore,5.0
yeah that we totally understand dating is hard,3,1007,10,2,47615,i'm sorry that you had to see that i'm so embarrassed,0.0
boy you people are nice and i've got to say i think you're going to make excellent parents,0,1007,10,2,47616,yeah that we totally understand dating is hard,3.0
laura,5,1007,10,2,47617,boy you people are nice and i've got to say i think you're going to make excellent parents,0.0
we're back,6,1007,10,0,47618,laura,5.0
are you here to take more money because i think what you're looking for is an atm,0,1007,10,0,47619,we're back,6.0
yeah because you know what it's it's all about the children,6,1007,10,0,47621,no no we're here to give the money back,0.0
if i haven't said so already sir congratulations,0,1007,10,0,47623,although it's also about the wedding ugh alright here no oh god oh,6.0
but but but we're giving you this,6,1007,10,0,47628,on behalf of the children of new york i reject your money,0.0
yeah and i'm giving it back to you come on consider it a contribution,0,1007,10,0,47629,but but but we're giving you this,6.0
well this is very generous,6,1007,10,0,47630,yeah and i'm giving it back to you come on consider it a contribution,0.0
please take the check go have a great wedding and a wonderful life together,0,1007,10,0,47631,well this is very generous,6.0
hello oh hi oh my god really i can't wait to tell chandler ok goodbye,3,1007,10,2,47635,no,0.0
wrong number,4,1007,10,2,47636,hello oh hi oh my god really i can't wait to tell chandler ok goodbye,3.0
it was laura she gave us a great report and we are officially on the waiting list,3,1007,10,2,47637,wrong number,4.0
that's great,4,1007,10,2,47638,it was laura she gave us a great report and we are officially on the waiting list,3.0
now we just have to wait for a call and and someone tells us there's a baby waiting for us oh,3,1007,10,2,47639,that's great,4.0
hello have you seen joey's bat commercial break,4,1007,10,2,47640,now we just have to wait for a call and and someone tells us there's a baby waiting for us oh,3.0
ok i got a spider there were two i picked the bigger one,1,1007,10,0,47641,hello have you seen joey's bat commercial break,4.0
this feels perfectly normal ok get on the swing,2,1007,10,0,47642,ok i got a spider there were two i picked the bigger one,1.0
whoo ok wow ok oh,1,1007,10,0,47643,this feels perfectly normal ok get on the swing,2.0
see,2,1007,10,0,47644,whoo ok wow ok oh,1.0
a alright i can do this,1,1007,10,0,47645,see,2.0
there you go good for you and you know what i'm actually getting used to this little guy i don't really even feel him in here anymore,2,1007,10,0,47646,a alright i can do this,1.0
that's because he's on your neck,1,1007,10,0,47647,there you go good for you and you know what i'm actually getting used to this little guy i don't really even feel him in here anymore,2.0
robert carlock wendy knoller,0,1008,10,0,47649,,
we need to talk to you about something,3,1008,10,1,47650,robert carlock wendy knoller,0.0
yeah we don't feel like we can host thanksgiving this year,4,1008,10,1,47651,we need to talk to you about something,3.0
what,0,1008,10,1,47652,yeah we don't feel like we can host thanksgiving this year,4.0
are you kidding,2,1008,10,1,47653,what,0.0
well it's just with uhm work and the stress of adoption we just don't feel like we have the energy plus we don't think it's fair that every year the burden falls on us,4,1008,10,1,47654,are you kidding,2.0
that doesn't sound like you that's monica talking,2,1008,10,1,47655,well it's just with uhm work and the stress of adoption we just don't feel like we have the energy plus we don't think it's fair that every year the burden falls on us,4.0
no no we made this decision together,4,1008,10,1,47656,that doesn't sound like you that's monica talking,2.0
she's putting words in your mouth,2,1008,10,1,47657,no no we made this decision together,4.0
don't you put words in people's mouths you put turkey in people's mouths,5,1008,10,1,47658,she's putting words in your mouth,2.0
i can't believe this this is emma's first thanksgiving,1,1008,10,1,47659,don't you put words in people's mouths you put turkey in people's mouths,5.0
no it's not,3,1008,10,1,47660,i can't believe this this is emma's first thanksgiving,1.0
it's not when was she born,1,1008,10,1,47661,no it's not,3.0
well personally i think it's great you're giving yourself a break,6,1008,10,1,47662,it's not when was she born,1.0
what you are way off lady,3,1008,10,1,47664,sure it's just as well i mean last year wasn't very good i think she's losing her touch,6.0
am i really am i well why don't you cook thanksgiving dinner and prove me wrong well think about it think about it you'll be trying to top than you did last year you'd be in competition with yourself,6,1008,10,1,47665,what you are way off lady,3.0
that's my favourite kind okay we are doing this,3,1008,10,1,47666,am i really am i well why don't you cook thanksgiving dinner and prove me wrong well think about it think about it you'll be trying to top than you did last year you'd be in competition with yourself,6.0
don't let yourself get manipulated this way,4,1008,10,1,47667,that's my favourite kind okay we are doing this,3.0
hey stay out of this chandler this is between me and me,3,1008,10,1,47668,don't let yourself get manipulated this way,4.0
we are supposed to make these decisions together did you not watch the doctor phil i taped for you opening credits,4,1008,10,1,47669,hey stay out of this chandler this is between me and me,3.0
oh yeah happy needless turkey murder day,6,1008,10,3,47670,we are supposed to make these decisions together did you not watch the doctor phil i taped for you opening credits,4.0
you guys i ordered some chocolate pies from that bakery on bleecker could you pick them up for me,3,1008,10,3,47671,oh yeah happy needless turkey murder day,6.0
you're not making the pies yourself,6,1008,10,3,47672,you guys i ordered some chocolate pies from that bakery on bleecker could you pick them up for me,3.0
no no no i don't make chocolate pies when i was younger i i enter in this pie eating contest i ate so many that just the thought of them made me sick,3,1008,10,3,47673,you're not making the pies yourself,6.0
did you at least win the contest,1,1008,10,3,47674,no no no i don't make chocolate pies when i was younger i i enter in this pie eating contest i ate so many that just the thought of them made me sick,3.0
2 minutes 12 pies and a part of one tin okay i see you guys at 4,3,1008,10,3,47675,did you at least win the contest,1.0
can't wait,1,1008,10,3,47676,2 minutes 12 pies and a part of one tin okay i see you guys at 4,3.0
this dinner is gonna be so great in your face last year me,3,1008,10,3,47677,can't wait,1.0
what's emma doing today,6,1008,10,3,47678,this dinner is gonna be so great in your face last year me,3.0
well let's see uh i know that she has a meeting with her lawyer and then she has to make a very big poop why,1,1008,10,3,47679,what's emma doing today,6.0
well i wanna enter her in a baby beauty pageant,6,1008,10,3,47680,well let's see uh i know that she has a meeting with her lawyer and then she has to make a very big poop why,1.0
oh my god that's the creepiest thing i've ever heard,1,1008,10,3,47681,well i wanna enter her in a baby beauty pageant,6.0
okay but well before you say no my friend susanne is entering her kid and compared to emma she's a real dog,6,1008,10,3,47682,oh my god that's the creepiest thing i've ever heard,1.0
oh phoebe all babies are beautiful,1,1008,10,3,47683,okay but well before you say no my friend susanne is entering her kid and compared to emma she's a real dog,6.0
okay oh and emma needs a cowgirl outfit for the competition,6,1008,10,3,47687,is something i'm very interested in oh please do not tell ross he still believes that what's in the inside is important,1.0
where am i gonna get a cowgirl outfit on thanksgiving,1,1008,10,3,47688,okay oh and emma needs a cowgirl outfit for the competition,6.0
did someone drop the baton again,3,1008,10,2,47690,oh take the clothes of joey's cabbage patch kid,1.0
why come all the way from kansas to do that,4,1008,10,2,47691,did someone drop the baton again,3.0
i don't get older i just get better,3,1008,10,2,47692,why come all the way from kansas to do that,4.0
you know what just occurred to me this could be our last thanksgiving just the two of us i mean we could be getting a baby soon,4,1008,10,2,47693,i don't get older i just get better,3.0
yeah but we haven't heard a thing from the adoption agency and it has been weeks,3,1008,10,2,47695,somebody is gonna pick us,4.0
i'm telling ya it's gonna happen next year it's gonna be you me and the little hemingway bing what he's my favourite author,4,1008,10,2,47696,yeah but we haven't heard a thing from the adoption agency and it has been weeks,3.0
name one of his books,3,1008,10,2,47697,i'm telling ya it's gonna happen next year it's gonna be you me and the little hemingway bing what he's my favourite author,4.0
the firm,4,1008,10,2,47698,name one of his books,3.0
ok let's see uhm okay the turkey is in the oven the stuffing is ready,3,1008,10,2,47699,the firm,4.0
you know you always cook this meal all by yourself let me help this year,4,1008,10,2,47700,ok let's see uhm okay the turkey is in the oven the stuffing is ready,3.0
oh chandler that's sweet but you don't have to do everything doctor phil tells you to do,3,1008,10,2,47701,you know you always cook this meal all by yourself let me help this year,4.0
i'm serious let me do something just not the turkey or the stuffing nothing high profile,4,1008,10,2,47702,oh chandler that's sweet but you don't have to do everything doctor phil tells you to do,3.0
ok let's see oh the cranberry sauce it is easy to make and no one really cares about it,3,1008,10,2,47703,i'm serious let me do something just not the turkey or the stuffing nothing high profile,4.0
tell me more,4,1008,10,2,47704,ok let's see oh the cranberry sauce it is easy to make and no one really cares about it,3.0
okay i'm gonna go check on something across the hall you start by washing these not with soap,3,1008,10,2,47705,tell me more,4.0
you obviously haven't tasted my palmolive potatoes,4,1008,10,2,47706,okay i'm gonna go check on something across the hall you start by washing these not with soap,3.0
hey hey guess what joey has,2,1008,10,2,47707,you obviously haven't tasted my palmolive potatoes,4.0
three tickets to today's rangers game,5,1008,10,2,47708,hey hey guess what joey has,2.0
dude i wanted him to guess,2,1008,10,2,47709,three tickets to today's rangers game,5.0
yeah they're great seats too,5,1008,10,2,47710,dude i wanted him to guess,2.0
did i do something to you,2,1008,10,2,47712,center ice,5.0
hmm the game's at one,4,1008,10,2,47713,did i do something to you,2.0
so,2,1008,10,2,47714,hmm the game's at one,4.0
dinner is at four we'll never gonna make it back,4,1008,10,2,47715,so,2.0
so we'll leave before it's over we'll be back in time,5,1008,10,2,47716,dinner is at four we'll never gonna make it back,4.0
you say that now but it could take us a long time to get back home plus joey could get lost and and they could have to page us to go pick him up,4,1008,10,2,47717,so we'll leave before it's over we'll be back in time,5.0
dude two times that happened,5,1008,10,2,47718,you say that now but it could take us a long time to get back home plus joey could get lost and and they could have to page us to go pick him up,4.0
look monica has been working hard all day she didn't wanna host this thing in the first place we shouldn't go,4,1008,10,2,47719,dude two times that happened,5.0
right i guess alright so see you at four,5,1008,10,2,47720,look monica has been working hard all day she didn't wanna host this thing in the first place we shouldn't go,4.0
okay and get ready to taste my very special cranberries or should i say chanberries,4,1008,10,2,47721,right i guess alright so see you at four,5.0
that's some gentle comedy dude,5,1008,10,2,47722,okay and get ready to taste my very special cranberries or should i say chanberries,4.0
we're still going at the game right,2,1008,10,2,47723,that's some gentle comedy dude,5.0
this is contestant number sixteen rebecca,0,1008,10,0,47724,we're still going at the game right,2.0
oh phoebe listen well i think we gotta go this place is really freaking me out i've been watching this guy over there i don't think he came with a kid,1,1008,10,0,47725,this is contestant number sixteen rebecca,0.0
we can't leave now there was this one baby haley who was favourite to win and she got croup so she had to stay home this competition just blew wide open folks,6,1008,10,0,47726,oh phoebe listen well i think we gotta go this place is really freaking me out i've been watching this guy over there i don't think he came with a kid,1.0
phoebe i think it's just too weird i just saw a one year old running around with pantyhose on,1,1008,10,0,47727,we can't leave now there was this one baby haley who was favourite to win and she got croup so she had to stay home this competition just blew wide open folks,6.0
oh i know we should have been more prepared it's okay now the way i see it our real competition now is cameron oh my god they just took her sweater off look at those arms hello michelin man,6,1008,10,0,47728,phoebe i think it's just too weird i just saw a one year old running around with pantyhose on,1.0
oh phoebe come on you know what it's already three o'clock and they haven't even gotten to emma's group yet we gotta go we got dinner,1,1008,10,0,47729,oh i know we should have been more prepared it's okay now the way i see it our real competition now is cameron oh my god they just took her sweater off look at those arms hello michelin man,6.0
but emma's got what it takes she could go all the way,6,1008,10,0,47730,oh phoebe come on you know what it's already three o'clock and they haven't even gotten to emma's group yet we gotta go we got dinner,1.0
phoebe you have to calm down,1,1008,10,0,47731,but emma's got what it takes she could go all the way,6.0
okay rachel the hottest babies in the tri state area are in this room right now i overheard one of the judges say that not one of them holds a candle to emma,6,1008,10,0,47732,phoebe you have to calm down,1.0
you heard them say that,1,1008,10,0,47733,okay rachel the hottest babies in the tri state area are in this room right now i overheard one of the judges say that not one of them holds a candle to emma,6.0
good oh yay let's get down to business emma needs some makeup,6,1008,10,0,47735,all right okay alright let's give to these babies something to cry about,1.0
no what,1,1008,10,0,47736,good oh yay let's get down to business emma needs some makeup,6.0
well she's gonna look all washed out next to the other contestants,6,1008,10,0,47737,no what,1.0
no phoebe i am not letting you put makeup on my baby,1,1008,10,0,47738,well she's gonna look all washed out next to the other contestants,6.0
why not,6,1008,10,0,47739,no phoebe i am not letting you put makeup on my baby,1.0
because i already did,1,1008,10,0,47740,why not,6.0
oh bob get off the guy,5,1008,10,0,47741,because i already did,1.0
oh what a game huh,2,1008,10,0,47742,oh bob get off the guy,5.0
yeah i am sorry he's not here too but i got to say i am really enjoying nacho chair,5,1008,10,0,47744,i can't believe chandler is missing this,2.0
yeah i'd probably enjoy it more if you didn't keep batting my hand away,2,1008,10,0,47745,yeah i am sorry he's not here too but i got to say i am really enjoying nacho chair,5.0
ohhhh these seats are great,5,1008,10,0,47746,yeah i'd probably enjoy it more if you didn't keep batting my hand away,2.0
i know i know when i was here for holidays on ice i was sitting so far away michelle kwan couldn't read my banner,2,1008,10,0,47747,ohhhh these seats are great,5.0
wow hey we'd better get going if we don't leave right now we'll be late for dinner,5,1008,10,0,47748,i know i know when i was here for holidays on ice i was sitting so far away michelle kwan couldn't read my banner,2.0
oh but it's a kind game so we're a little late you know the girls will be there let's stay just for one more goal,2,1008,10,0,47749,wow hey we'd better get going if we don't leave right now we'll be late for dinner,5.0
where is everybody they're forty five minutes late,3,1008,10,2,47751,one more fight,2.0
i can't believe they are not here i slave and i slave for what they've ruined cranberry day,4,1008,10,2,47752,where is everybody they're forty five minutes late,3.0
how late are we,5,1008,10,0,47753,i can't believe they are not here i slave and i slave for what they've ruined cranberry day,4.0
forty five minutes,2,1008,10,0,47754,how late are we,5.0
okay rachel and phoebe are already there okay so they probably started without us we could just slip in and no one needs to know where we were,5,1008,10,0,47756,here,2.0
you may want to lose the foam finger,2,1008,10,0,47757,okay rachel and phoebe are already there okay so they probably started without us we could just slip in and no one needs to know where we were,5.0
oh no no no no no you just want to put it on your hand,5,1008,10,0,47758,you may want to lose the foam finger,2.0
no,1,1008,10,0,47760,you are not at thanksgiving,5.0
no we're late,6,1008,10,0,47761,no,1.0
what are you doing here,1,1008,10,0,47762,no we're late,6.0
we're late too,2,1008,10,0,47763,what are you doing here,1.0
we figured we could be late because you guys were gonna be on time,5,1008,10,0,47764,we're late too,2.0
don't point that thing at me tribbiani,6,1008,10,0,47765,we figured we could be late because you guys were gonna be on time,5.0
so nobody's here monica's gonna kill us,2,1008,10,0,47766,don't point that thing at me tribbiani,6.0
uh we were at the spelling bee,6,1008,10,0,47768,yeah yeah what's with the trophy,2.0
and i won,1,1008,10,0,47769,uh we were at the spelling bee,6.0
you won an adult thanksgiving day spelling bee,2,1008,10,0,47770,and i won,1.0
yes y e s yes,1,1008,10,0,47771,you won an adult thanksgiving day spelling bee,2.0
let me see this grand supreme little darling new york division,2,1008,10,0,47772,yes y e s yes,1.0
and it looks like she put makeup on her,6,1008,10,0,47774,you entered emma into a beauty pageant,2.0
wait a second wait a second where have i seen that cowgirl outfit before,5,1008,10,0,47775,and it looks like she put makeup on her,6.0
i can't believe this she's our daughter that you would treat her like some kind of showdog is inexcusable,2,1008,10,0,47776,wait a second wait a second where have i seen that cowgirl outfit before,5.0
she won a thousand dollars,1,1008,10,0,47777,i can't believe this she's our daughter that you would treat her like some kind of showdog is inexcusable,2.0
so this is an annual thing,2,1008,10,0,47778,she won a thousand dollars,1.0
oh that's alicia mae emory's outfit,5,1008,10,0,47779,so this is an annual thing,2.0
you guys there are people in there who are not getting any happier,6,1008,10,0,47780,oh that's alicia mae emory's outfit,5.0
yeah what are we gonna do,2,1008,10,0,47781,you guys there are people in there who are not getting any happier,6.0
well i don't know you guys figure it out i got to put emma down for a nap,1,1008,10,0,47782,yeah what are we gonna do,2.0
all right hey rach while you're in there throw something on alicia mae,5,1008,10,0,47783,well i don't know you guys figure it out i got to put emma down for a nap,1.0
alright what are we gonna say,6,1008,10,0,47784,all right hey rach while you're in there throw something on alicia mae,5.0
ooh we'll say that we were mugged you can't get mad at someone who's been mugged,2,1008,10,0,47785,alright what are we gonna say,6.0
oh good that's good but you don't look like you were mugged,6,1008,10,0,47786,ooh we'll say that we were mugged you can't get mad at someone who's been mugged,2.0
no here,5,1008,10,0,47787,oh good that's good but you don't look like you were mugged,6.0
ohhh let me see oh god i can't believe this they're an hour late and they're just staying out there talking,3,1008,10,2,47788,no here,5.0
everything is so distorted looks like joey has a giant hand which says rangers on it they went to the game,4,1008,10,2,47789,ohhh let me see oh god i can't believe this they're an hour late and they're just staying out there talking,3.0
oooh they are in for a world of pain,3,1008,10,2,47790,everything is so distorted looks like joey has a giant hand which says rangers on it they went to the game,4.0
alright emma is napping what happened to your shirt,1,1008,10,2,47792,oh they're late and they're sloppy (rachel comes out of her apartment},3.0
i got mugged and they stole my pocket,2,1008,10,2,47793,alright emma is napping what happened to your shirt,1.0
we're just we're trying to figure out an excuse hey ooh how about this,6,1008,10,2,47794,i got mugged and they stole my pocket,2.0
that would be a good way to get rid of all the pcp we have lying around,2,1008,10,2,47795,we're just we're trying to figure out an excuse hey ooh how about this,6.0
you know what we just say that she said it was 5 o'clock we'll just act casual we're not late we're right on time,1,1008,10,2,47796,that would be a good way to get rid of all the pcp we have lying around,2.0
we know you're out there,2,1008,10,2,47797,you know what we just say that she said it was 5 o'clock we'll just act casual we're not late we're right on time,1.0
who do you think its from,5,1008,10,2,47798,we know you're out there,2.0
oh god this is bad this is so bad,1,1008,10,2,47799,who do you think its from,5.0
well let's just go in there and face them,2,1008,10,2,47800,oh god this is bad this is so bad,1.0
well i'm not going in first i bet that vein on monica's forehead is popping like crazy,6,1008,10,2,47801,well let's just go in there and face them,2.0
i hate that thing it's like a bolt of lightning,5,1008,10,2,47802,well i'm not going in first i bet that vein on monica's forehead is popping like crazy,6.0
oh hey i have an idea why don't we play rock paper scissors and whoever loses goes in first ready,1,1008,10,2,47803,i hate that thing it's like a bolt of lightning,5.0
ah haah i win,5,1008,10,2,47804,oh hey i have an idea why don't we play rock paper scissors and whoever loses goes in first ready,1.0
what is that,2,1008,10,2,47805,ah haah i win,5.0
oh really does it beat water balloon,6,1008,10,2,47806,what is that,2.0
ooh well played phoebe buffay well played,5,1008,10,2,47807,oh really does it beat water balloon,6.0
alright enough enough come on let's just all go in at the same time,1,1008,10,2,47808,ooh well played phoebe buffay well played,5.0
it's locked,6,1008,10,2,47809,alright enough enough come on let's just all go in at the same time,1.0
wha oh sure now they lock it but when they're having sex on the couch its like,2,1008,10,2,47810,it's locked,6.0
alright come on alright you guys we're so sorry we're late please let us in so we can have dinner together,1,1008,10,2,47811,wha oh sure now they lock it but when they're having sex on the couch its like,2.0
no everything's cold the turkey's dried out and the the stuffing is all soggy,3,1008,10,2,47812,alright come on alright you guys we're so sorry we're late please let us in so we can have dinner together,1.0
yeah and there's a bowl of cranberry sauce that what happens to cranberry sauce,4,1008,10,2,47813,no everything's cold the turkey's dried out and the the stuffing is all soggy,3.0
come on you guys we're sorry alri our subway broke down,2,1008,10,2,47814,yeah and there's a bowl of cranberry sauce that what happens to cranberry sauce,4.0
that's a lie you went to the game i can see joey's hand,4,1008,10,2,47815,come on you guys we're sorry alri our subway broke down,2.0
for the love of god take it off,2,1008,10,2,47816,that's a lie you went to the game i can see joey's hand,4.0
you guys come on it doesn't matter why we're late we're all here now please let us in so we can have some of your delicious turkey,1,1008,10,2,47817,for the love of god take it off,2.0
i had a dream once about a fax machine that did that,5,1008,10,2,47818,you guys come on it doesn't matter why we're late we're all here now please let us in so we can have some of your delicious turkey,1.0
that's all the turkey you're gonna get,3,1008,10,2,47819,i had a dream once about a fax machine that did that,5.0
how are we gonna decide who gets this,2,1008,10,2,47820,that's all the turkey you're gonna get,3.0
water balloon,5,1008,10,2,47821,how are we gonna decide who gets this,2.0
what are we gonna do i'm starving,6,1008,10,2,47822,water balloon,5.0
oh i just remembered we do have something to eat monica put something in our oven this morning,1,1008,10,2,47823,what are we gonna do i'm starving,6.0
hey you touch that and you will be sorry,3,1008,10,2,47824,oh i just remembered we do have something to eat monica put something in our oven this morning,1.0
guys i'd listen to her the vein is bigger than i've ever seen it,4,1008,10,2,47825,hey you touch that and you will be sorry,3.0
huh oh my god it's brussels sprouts,1,1008,10,2,47826,guys i'd listen to her the vein is bigger than i've ever seen it,4.0
that's worse than no food,2,1008,10,2,47827,huh oh my god it's brussels sprouts,1.0
ha ha all you got was monica's stinky brussels sprouts,4,1008,10,2,47828,that's worse than no food,2.0
stinky,3,1008,10,2,47829,ha ha all you got was monica's stinky brussels sprouts,4.0
please let me stay on this side of the door,4,1008,10,2,47830,stinky,3.0
oh i know i still have my old key we can just unlock the door,1,1008,10,2,47831,please let me stay on this side of the door,4.0
well i don't know if that's such a good idea they clearly don't want to be with us,6,1008,10,2,47832,oh i know i still have my old key we can just unlock the door,1.0
you know what i don't want to be with them either but it's thanksgiving and we should not want to be together together,1,1008,10,2,47833,well i don't know if that's such a good idea they clearly don't want to be with us,6.0
just get in there and make a face to face apology you know look them in the eye i know i can get them to forgive us,5,1008,10,2,47834,you know what i don't want to be with them either but it's thanksgiving and we should not want to be together together,1.0
yeah he can do it,2,1008,10,2,47836,i'm telling ya i can do it,5.0
oh it all looks so beautiful,5,1008,10,2,47837,yeah he can do it,2.0
the cranberries,4,1008,10,2,47838,oh it all looks so beautiful,5.0
oh enough a monkey could have made 'em,3,1008,10,2,47839,the cranberries,4.0
hey listen guys we feel really terrible,5,1008,10,2,47840,oh enough a monkey could have made 'em,3.0
he's doing that weird eye contact thing don't look at him don't look at him,4,1008,10,2,47841,hey listen guys we feel really terrible,5.0
come on you guys we want you to know we're very very sorry right guys,5,1008,10,2,47842,he's doing that weird eye contact thing don't look at him don't look at him,4.0
i feel terrible,2,1008,10,2,47843,come on you guys we want you to know we're very very sorry right guys,5.0
now let's not ruin this day you worked so hard let's move past this and try to have a nice meal all together huh,5,1008,10,2,47844,i feel terrible,2.0
the floating heads do make a good point,4,1008,10,2,47845,now let's not ruin this day you worked so hard let's move past this and try to have a nice meal all together huh,5.0
yeah they do seem to feel pretty bad,3,1008,10,2,47846,the floating heads do make a good point,4.0
so bad,1,1008,10,2,47847,yeah they do seem to feel pretty bad,3.0
so bad,2,1008,10,2,47848,so bad,1.0
so bad,6,1008,10,2,47849,so bad,2.0
okay okay you two go get the dessert and i'll let you in,3,1008,10,2,47850,so bad,6.0
dessert,1,1008,10,2,47851,okay okay you two go get the dessert and i'll let you in,3.0
yeah i asked you and phoebe to pick up the pies you did remember right,3,1008,10,2,47852,dessert,1.0
pies oh we thought you said priiiize here,6,1008,10,2,47853,yeah i asked you and phoebe to pick up the pies you did remember right,3.0
grand supreme little darling,3,1008,10,2,47854,pies oh we thought you said priiiize here,6.0
congratulatioooons,1,1008,10,2,47855,grand supreme little darling,3.0
oh my god you forgot the pies well i cannot believe this you force me to make dinner then you're an hour late and you forget the one little thing that i asked you to do,3,1008,10,2,47856,congratulatioooons,1.0
well you manheads aren't any better you lied about going to the game you knew it would make you late and you still went anyway,4,1008,10,2,47857,oh my god you forgot the pies well i cannot believe this you force me to make dinner then you're an hour late and you forget the one little thing that i asked you to do,3.0
hey i'm getting a little tired of this okay we said we're sorry it's thanksgiving for pete's sakes a day of forgiveness,5,1008,10,2,47858,well you manheads aren't any better you lied about going to the game you knew it would make you late and you still went anyway,4.0
it's a day to be thankful,2,1008,10,2,47859,hey i'm getting a little tired of this okay we said we're sorry it's thanksgiving for pete's sakes a day of forgiveness,5.0
don't make me come up there,5,1008,10,2,47860,it's a day to be thankful,2.0
it's too late for apologies,3,1008,10,2,47861,don't make me come up there,5.0
fine let's just go i don't need your stupid dinner,5,1008,10,2,47862,it's too late for apologies,3.0
that would be a lot more convincing if you weren't drooling,4,1008,10,2,47863,fine let's just go i don't need your stupid dinner,5.0
ewww is that what that is,1,1008,10,2,47864,that would be a lot more convincing if you weren't drooling,4.0
come on you guys let's just do our own thanksgiving,6,1008,10,2,47865,ewww is that what that is,1.0
yeah you three have a nice thanksgiving,5,1008,10,2,47866,come on you guys let's just do our own thanksgiving,6.0
the three of us,3,1008,10,2,47867,yeah you three have a nice thanksgiving,5.0
yeah you chan and the vein,5,1008,10,2,47868,the three of us,3.0
joey that is not gonna work,3,1008,10,2,47870,ha,5.0
no seriously i'm really wedged in here,5,1008,10,2,47871,joey that is not gonna work,3.0
i'll pull you through,6,1008,10,2,47872,no seriously i'm really wedged in here,5.0
aaw ahhh aaahhh stop stop i'm worried about damaging my head,5,1008,10,2,47873,i'll pull you through,6.0
a little late for that,4,1008,10,2,47874,aaw ahhh aaahhh stop stop i'm worried about damaging my head,5.0
alright hurry up you gotta do something,5,1008,10,2,47875,a little late for that,4.0
alright well this does not change anything okay we need to get something to grease the sides of his face,3,1008,10,2,47876,alright hurry up you gotta do something,5.0
uhm we've got turkey grease,4,1008,10,2,47877,alright well this does not change anything okay we need to get something to grease the sides of his face,3.0
bring it,3,1008,10,2,47878,uhm we've got turkey grease,4.0
i just wanna say that i'm sorry i referred to the vein as a seperate person,5,1008,10,2,47879,bring it,3.0
here you go,3,1008,10,2,47880,i just wanna say that i'm sorry i referred to the vein as a seperate person,5.0
it isn't working,5,1008,10,2,47881,here you go,3.0
alright we're gonna have to unscrew the chain,3,1008,10,2,47882,it isn't working,5.0
well hurry i can't feel my ears,5,1008,10,2,47883,alright we're gonna have to unscrew the chain,3.0
can you ever feel your ears,4,1008,10,2,47884,well hurry i can't feel my ears,5.0
interesting,5,1008,10,2,47885,can you ever feel your ears,4.0
chandler where are your tools,3,1008,10,2,47886,interesting,5.0
oh i left them on my bulldozer i don't have tools,4,1008,10,2,47887,chandler where are your tools,3.0
i do but rachel borrowed them,3,1008,10,2,47888,oh i left them on my bulldozer i don't have tools,4.0
i lent them to ross,1,1008,10,2,47889,i do but rachel borrowed them,3.0
i gave them to joey,2,1008,10,2,47890,i lent them to ross,1.0
i left them at the park,5,1008,10,2,47891,i gave them to joey,2.0
i'm finding it really hard not to mess with him,2,1008,10,2,47892,i left them at the park,5.0
i've already stuffed a bunch of brussel sprouts down his pants,6,1008,10,2,47893,i'm finding it really hard not to mess with him,2.0
nice,2,1008,10,2,47894,i've already stuffed a bunch of brussel sprouts down his pants,6.0
okay i have to get that now when i get back i want you and your friends to be gone thanksgiving is over the vein has spoken,3,1008,10,2,47895,nice,2.0
it's really starting to hurt,5,1008,10,2,47896,okay i have to get that now when i get back i want you and your friends to be gone thanksgiving is over the vein has spoken,3.0
okay look i'm gonna pull on the door and you guys push as hard as you can maybe we can get enough room to wiggle him out okay okay so push,4,1008,10,2,47897,it's really starting to hurt,5.0
just a sec we're kind in the middle of something here,6,1008,10,2,47898,okay look i'm gonna pull on the door and you guys push as hard as you can maybe we can get enough room to wiggle him out okay okay so push,4.0
ooh stop putting things down my pants,5,1008,10,2,47899,just a sec we're kind in the middle of something here,6.0
come on guys push,4,1008,10,2,47900,ooh stop putting things down my pants,5.0
push push push,0,1008,10,2,47901,come on guys push,4.0
my cranberries,4,1008,10,2,47902,push push push,0.0
man i've got food all over me,5,1008,10,2,47903,my cranberries,4.0
argh i can't believe what you did monica's gonna kill you,4,1008,10,2,47904,man i've got food all over me,5.0
i don't care,3,1008,10,2,47906,look look look what the look what look what the floating heads did,4.0
what's going on,4,1008,10,2,47907,i don't care,3.0
that was the adoption agency,3,1008,10,2,47908,what's going on,4.0
and,4,1008,10,2,47909,that was the adoption agency,3.0
we're getting a baby,3,1008,10,2,47910,and,4.0
are you serious,4,1008,10,2,47911,we're getting a baby,3.0
there's a pregnant woman in ohio and she picked us,3,1008,10,2,47912,are you serious,4.0
